gcontig pos_gcontig XTX_rank
C30245878_302_979 484 303.37
C30245878_302_979 508 283.29
C30245878_302_979 583 256.29
C30245878_302_979 591 258.48
C30246118 414 3657.3
C30246118 432 302.43
C30246118 452 556.19
C30246118 476 273.06
C30246118 478 422.92
C30246118 520 434.46
C30246118 582 257.99
C30246118 618 282.16
C30246118 635 308.86
C30246118 645 283.15
C30246118 650 308.38
C30246118 660 299.54
C30246442_1_760 376 266.77
C30246574_155_979 175 320.46
C30246574_155_979 189 256.88
C30246574_155_979 201 442.89
C30246574_155_979 208 595.16
C30246574_155_979 210 293.57
C30247268_200_979 227 309.35
C30247268_200_979 248 1148.5
C30247268_200_979 249 447.69
C30247268_200_979 261 271.79
C30247268_200_979 263 284.06
C30247268_200_979 269 696.21
C30247268_200_979 270 448.08
C30247268_200_979 273 325.45
C30247268_200_979 296 305.58
C30247268_200_979 328 282.8
C30247268_200_979 332 357.28
C30247268_200_979 335 1111.4
C30247268_200_979 346 285.49
C30247268_200_979 363 290.53
C30247268_200_979 376 1042.6
C30247268_200_979 406 305.67
C30247268_200_979 407 287.21
C30247268_200_979 423 356.26
C30247268_200_979 428 1811.6
C30247268_200_979 431 271.26
C30247268_200_979 501 307.12
C30247268_200_979 528 272.81
C30247268_200_979 547 290.31
C30247268_200_979 548 303.91
C30247268_200_979 574 522.51
C30247268_200_979 575 294.87
C30247268_200_979 606 295.45
C30247268_200_979 634 276.25
C30247268_200_979 668 294.17
C30247268_200_979 678 306.19
C30247268_200_979 698 358.48
C30248220 78 264.03
C30248220 110 284.78
C30248220 120 300.24
C30248220 123 454.76
C30248220 125 436.24
C30248220 173 290.11
C30248220 182 997.76
C30248220 203 263.85
C30248220 210 302.27
C30248220 218 306.44
C30248220 223 1472.1
C30248220 224 290.79
C30248220 235 315.58
C30248220 236 285.93
C30248220 257 1021.3
C30248220 272 1118.8
C30248220 314 1337.1
C30248220 317 377.29
C30248220 353 361.97
C30248220 368 283.89
C30248220 391 249.88
C30248806_1_601 60 860.51
C30248806_1_601 73 295.83
C30248806_1_601 82 385.74
C30248954_1_460 19 645.21
C30248954_1_460 51 445.72
C30248954_1_460 57 283.73
C30248954_1_460 88 265.44
C30248954_1_460 99 329.08
C30248954_1_460 113 1401.5
C30248954_1_460 115 874.22
C30248954_1_460 132 273.6
C30248954_1_460 138 290.49
C30248954_1_460 151 281.87
C30248954_1_460 153 393.42
C30248954_1_460 156 294.65
C30248954_1_460 170 324.81
C30248954_1_460 241 287.94
C30248954_1_460 244 970.33
C30248954_1_460 292 283.2
C30248954_1_460 295 441.4
C30249088_265_981 128 1242.2
C30249088_265_981 131 705.74
C30249088_265_981 171 730.45
C30249088_265_981 260 363.58
C30249088_265_981 275 291.41
C30249088_265_981 343 385.87
C30249088_265_981 345 278.03
C30252322 520 344.25
C30252322 534 1437.3
C30252322 543 373.74
C30252322 545 305.47
C30252322 557 289.12
C30252322 559 272.32
C30252322 582 255.85
C30252322 592 268.21
C30252322 599 278.39
C30252322 603 293.13
C30252322 632 482.01
C30252322 636 270.78
C30252322 638 279.84
C30252322 641 278.93
C30252322 644 373.15
C30252322 654 268.93
C30252322 658 318.18
C30252322 659 374.93
C30252322 673 327.12
C30252322 676 313.21
C30252322 684 2891.4
C30252322 698 540.88
C30252322 732 269.45
C30252322 737 340.12
C30252322 750 330.49
C30252322 754 238.83
C30252322 761 294.63
C30252322 771 263.24
C30252322 778 274.27
C30252322 781 437.16
C30252322 788 329.86
C30252322 809 271.24
C30252322 815 266.07
C30252322 816 259.57
C30252322 825 295.93
C30252322 826 580.66
C30252322 828 277.53
C30252322 829 295.72
C30252322 847 305.06
C30252322 857 305.57
C30252322 877 1038.9
C30252322 884 1055.6
C30252322 885 1047.3
C30252322 888 821.31
C30252322 894 844
C30252322 920 337.45
C30252322 943 441.07
C30252322 945 257.34
C30252322 952 274.63
C30252322 962 294.05
C30253674 625 288.13
C30253674 628 288.85
C30253674 629 297.08
C30253674 662 274.26
C30253674 677 288.94
C30253674 686 270.41
C30253674 691 276.04
C30253674 694 311.23
C30253674 698 290.05
C30253674 700 834.47
C30253882_168_541 76 302.31
C30253882_168_541 77 283.74
C30254204 309 1323.1
C30254204 343 266.86
C30254204 362 1203.7
C30254242 57 555.89
C30254242 66 349.12
C30254242 79 738.3
C30254242 81 278.02
C30254242 116 378.76
C30254242 168 1707.2
C30254242 179 284.22
C30254242 185 357.97
C30254242 205 4863.7
C30254242 220 408.42
C30254242 239 280.1
C30254242 250 296.72
C30254242 351 446.97
C30254242 353 337.92
C30254242 369 312.41
C30254242 370 269.02
C30254242 434 334.53
C30254242 436 293.16
C30254242 462 331.62
C30254242 464 1064
C30254242 477 400.59
C30254242 479 300.24
C30254242 480 302.46
C30254242 481 269.1
C30254242 482 633.64
C30254242 524 1974.3
C30254242 533 299.42
C30254242 579 331.17
C30254242 586 269.32
C30254242 598 279.81
C30254242 623 289.92
C30254242 630 271.32
C30254242 632 343.88
C30254242 666 323.25
C30254242 671 390.08
C30254242 731 282.52
C30254242 749 273.9
C30254324_1_779 70 455.13
C30254324_1_779 101 441.04
C30254324_1_779 110 1247.9
C30254324_1_779 129 1128.8
C30254324_1_779 165 970.24
C30254324_1_779 185 1151.6
C30254324_1_779 201 385.61
C30254324_1_779 261 422.02
C30254324_1_779 294 341.4
C30254324_1_779 301 365.98
C30254324_1_779 366 586.28
C30254324_1_779 371 1905.5
C30254324_1_779 432 314.63
C30254324_1_779 448 311.35
C30254324_1_779 565 296.89
C30254324_1_779 587 469.45
C30254324_1_779 606 289.15
C30254324_1_779 641 317.56
C30254324_1_779 655 275.19
C30254324_1_779 656 311.19
C30254324_1_779 662 281.68
C30254324_1_779 696 278.8
C30254324_1_779 705 507.76
C30254324_1_779 743 302.63
C30254742 23 566.02
C30254742 153 292.92
C30254742 156 289.41
C30254742 179 1276
C30255116_276_432 47 296.75
C30255116_276_432 90 298.67
C30255116_276_432 99 361.25
C30256090 412 287.71
C30256090 426 313.6
C30256090 586 392.42
C30256090 642 311.2
C30256090 775 293.86
C30256104 200 279.37
C30256104 221 298.49
C30256104 242 265.66
C30256104 250 293.23
C30256104 284 464.98
C30256104 316 299.57
C30256104 330 270.72
C30256494 338 405.49
C30256494 357 308.67
C30256494 359 418.05
C30256494 448 258.87
C30256494 475 266.13
C30256494 477 369.71
C30256494 482 1339.2
C30256494 483 262.79
C30256494 539 285.27
C30256494 550 302.8
C30256494 578 268.88
C30256494 589 336.05
C30256494 593 362.19
C30256494 608 403.1
C30256494 652 298.1
C30256494 676 272.83
C30256494 677 2546.4
C30256494 678 273.05
C30256494 682 309.65
C30256494 683 270.79
C30256494 684 362.25
C30256494 699 258.95
C30256494 701 334.62
C30256494 712 287.21
C30256494 720 414.06
C30256494 722 263.9
C30257192_163_987 134 272
C30257192_163_987 147 283.96
C30257192_163_987 215 686.86
C30257192_163_987 220 1578
C30257192_163_987 236 303.11
C30257192_163_987 263 299.74
C30257192_163_987 290 288.26
C30257192_163_987 297 341.85
C30257192_163_987 340 369.79
C30257192_163_987 466 1277
C30258718_272_988 420 304.29
C30258718_272_988 421 306.97
C30258718_272_988 425 275.59
C30258718_272_988 440 262.89
C30258718_272_988 472 302.79
C30258718_272_988 486 4454
C30258718_272_988 615 328.27
C30258718_272_988 624 266.98
C30259364_1_884 579 299.14
C30259364_1_884 727 254.61
C30259364_1_884 732 270.42
C30259364_1_884 781 315.51
C30259364_1_884 783 997.06
C30259364_1_884 830 254.47
C30259364_1_884 832 1505.4
C30260194 591 298.47
C30260194 624 295.11
C30260194 645 1181.3
C30260194 683 300.31
C30260194 692 266.22
C30260194 734 335.33
C30260194 822 287.39
C30260194 828 293.15
C30260194 838 428.08
C30260194 923 251.14
C30260194 961 283.84
C30260194 968 269.36
C30260370 53 279.67
C30260370 54 287.79
C30260370 59 1564.5
C30260370 80 269.4
C30260370 94 273.99
C30260370 112 266.31
C30260370 130 333.44
C30260370 133 266.55
C30260370 162 1532.2
C30260370 174 263.85
C30260370 191 270.08
C30260370 308 335.57
C30260550 830 270.9
C30260550 831 1461.7
C30260550 832 326.45
C30260550 833 381.92
C30260584 401 713.12
C30260584 423 904.93
C30260584 495 245.19
C30260584 556 549.63
C30260584 588 445.83
C30260584 589 292.29
C30260584 603 273.1
C30260584 649 272.72
C30260584 653 242.3
C30260584 683 263.61
C30260584 756 299.49
C30260584 760 324.74
C30260584 768 277.68
C30260584 863 314.95
C30260584 864 305.05
C30260584 897 284.46
C30260584 905 265.07
C30261378_1_712 504 3176.7
C30261598 264 279.98
C30261598 279 620.71
C30261598 402 259.86
C30261598 446 268.18
C30261598 515 259.51
C30261598 549 275.97
C30261598 557 269.64
C30261598 692 271.77
C30261598 696 266.84
C30261598 706 602.34
C30261598 817 286.67
C30261598 819 1138
C30261598 874 283.55
C30261598 875 300.04
C30261598 900 364.65
C30261598 940 1073.7
C30262440 604 272.92
C30262440 608 607.53
C30262440 609 280.91
C30262440 610 280.35
C30262440 620 266.86
C30262440 646 282.04
C30262440 684 1852.9
C30262440 703 1964
C30262440 777 1526.5
C30262440 802 1742.9
C30262440 902 399.15
C30262482_1_949 311 295.87
C30262482_1_949 415 773.84
C30262482_1_949 605 1354.1
C30263134_1_729 58 281.99
C30263134_1_729 59 367.19
C30263134_1_729 68 2702.8
C30263134_1_729 78 239.15
C30263134_1_729 98 286.4
C30263134_1_729 99 381.91
C30263134_1_729 135 276.08
C30263134_1_729 137 476.6
C30263134_1_729 155 271.76
C30263134_1_729 159 540.97
C30263134_1_729 226 619.5
C30263134_1_729 272 283.58
C30263134_1_729 280 280.68
C30263134_1_729 289 316.15
C30263134_1_729 293 404.89
C30263134_1_729 295 474.05
C30263134_1_729 296 287.56
C30263134_1_729 298 2272.8
C30263134_1_729 314 261.16
C30263134_1_729 325 800.59
C30263134_1_729 327 300.27
C30263250 326 275.15
C30263250 486 267.64
C30263250 520 667.88
C30263250 606 306.23
C30263250 747 475.34
C30263250 762 305.16
C30264836 560 640.89
C30264836 580 1722
C30264836 603 671.19
C30264836 614 386.69
C30264836 639 252.37
C30264836 698 269.46
C30264836 764 1269.6
C30264836 798 262.42
C30264836 803 934.8
C30264836 810 265.01
C30264836 820 287.97
C30264836 846 455.98
C30264836 849 290.59
C30265122_352_992 334 294.36
C30265122_352_992 335 301.96
C30265128 281 276.97
C30265128 314 297.51
C30265128 338 1194.2
C30265128 343 282.9
C30265128 351 275.2
C30265128 365 289.69
C30265128 370 297.61
C30265128 377 267.98
C30265128 383 294.17
C30265128 392 275.7
C30265128 421 252.34
C30265128 427 282.08
C30265128 442 309.84
C30265128 469 299.2
C30265128 471 272.98
C30265128 498 265.17
C30265128 499 262.94
C30265128 500 265.2
C30265128 512 294.29
C30265128 519 290.69
C30265128 544 280.93
C30265128 557 280.5
C30265128 572 388.13
C30265128 614 271.56
C30265128 618 253.07
C30265128 621 494.27
C30265128 622 277.53
C30265128 649 407.78
C30265128 670 271.92
C30265128 740 273.89
C30265128 755 436.44
C30265128 767 287.81
C30265128 774 271.71
C30265128 804 1356.4
C30265128 830 292.63
C30265128 841 272.59
C30265128 857 295.24
C30265128 858 299.21
C30265128 914 499.39
C30265128 915 293.27
C30265128 925 985.79
C30265128 946 557.97
C30265128 949 294.21
C30265128 966 261.75
C30265128 983 292.67
C30265576 601 279.35
C30265576 605 485.74
C30265576 618 291.3
C30265576 619 262.98
C30265576 632 423.08
C30265576 642 357.72
C30265576 682 307.3
C30265576 747 267.47
C30265576 773 588.79
C30265576 863 347.34
C30265576 866 269.23
C30265576 895 577.29
C30265576 946 269.44
C30265576 960 329.91
C30265696 652 2690.5
C30265696 743 1889.2
C30265696 791 311.86
C30265696 803 285
C30265696 867 368.21
C30265696 910 320.51
C30265696 915 269.54
C30265696 932 282.4
C30265696 944 330.16
C30265696 950 253.3
C30266254_124_751 444 329.1
C30266254_124_751 448 282.11
C30266254_124_751 449 273.18
C30266254_124_751 499 287.9
C30266254_124_751 553 300.72
C30266254_124_751 568 875.32
C30266254_124_751 579 283.37
C30266608 35 304.46
C30266608 47 287.71
C30266608 119 277.61
C30266608 139 310.31
C30266608 251 2919.4
C30266608 252 858.47
C30266608 276 454.12
C30266608 285 1141.3
C30266608 287 537.19
C30266608 297 353.37
C30266608 317 2756.6
C30266608 362 277.44
C30266608 363 486.09
C30266608 409 275.97
C30266608 419 264.24
C30266608 458 267.22
C30266608 482 1646.8
C30266608 528 339.4
C30266608 537 262.12
C30266608 542 1059.7
C30266608 549 289.93
C30266608 570 546.58
C30266608 573 737.35
C30266608 580 274.72
C30266608 586 300.35
C30266608 589 281.04
C30266608 591 287.36
C30266608 596 5559.8
C30266608 616 278.47
C30266608 620 274.89
C30266608 625 296.94
C30266608 634 258.33
C30267116_1_875 803 272.07
C30267116_1_875 814 291.22
C30268692_258_995 310 267.09
C30268692_258_995 321 243.16
C30268692_258_995 379 255.53
C30268692_258_995 441 281.95
C30268692_258_995 568 277.66
C30268692_258_995 569 277.31
C30268692_258_995 571 285.12
C30268692_258_995 616 589.74
C30269040_1_884 602 283.23
C30269040_1_884 607 4833.3
C30269040_1_884 631 258.22
C30269948_632_749 30 262.54
C30269948_632_749 45 308.31
C30269948_632_749 63 275.46
C30269948_632_749 67 272.26
C30269948_632_749 80 2269
C30269948_632_749 87 287.5
C30269948_632_749 89 308.47
C30269948_632_749 104 2341
C30269948_789_996 59 297.66
C30269948_789_996 70 297.29
C30269948_789_996 79 275.99
C30270208 58 322.36
C30270208 74 306.04
C30270208 258 296.43
C30270208 278 301.74
C30270208 286 588.18
C30270208 320 289.7
C30270208 324 344.74
C30270208 329 285.28
C30270600 66 319.59
C30270600 69 266.1
C30270600 79 275.07
C30270600 136 292.56
C30270942 24 286.18
C30270942 34 312.4
C30270942 68 323.81
C30270942 87 282.3
C30270942 149 284.16
C30270942 193 338.77
C30270942 212 296.74
C30270942 220 277.65
C30270942 311 351.12
C30270942 443 817.6
C30270942 556 276.45
C30270942 819 284.98
C30271146 187 273.11
C30271146 205 283.72
C30271146 206 277.27
C30271146 208 285.87
C30271146 210 310.38
C30271146 221 266.27
C30271146 251 1704.2
C30271146 256 330.72
C30271146 260 287.75
C30271146 278 333.37
C30271146 281 314.36
C30271146 309 280.6
C30271146 314 510.3
C30271146 323 279.6
C30271146 345 980.54
C30271146 347 334.06
C30271146 353 337.1
C30271146 358 266.88
C30271146 375 346.96
C30271146 377 260.62
C30271146 390 278.53
C30271146 398 272.18
C30271146 401 284.47
C30271146 411 267.21
C30271146 470 719.27
C30271146 476 284.98
C30271146 484 267.34
C30271146 497 1243.1
C30271146 506 282.18
C30271146 517 333.79
C30271146 524 272.08
C30271146 526 332.41
C30271146 534 1516
C30271146 551 250.12
C30271146 560 277.16
C30271706_1_784 51 281.56
C30271706_1_784 80 288.59
C30271706_1_784 86 280.08
C30271706_1_784 95 272.2
C30271706_1_784 98 274.92
C30271706_1_784 102 317.6
C30271706_1_784 125 295.99
C30271706_1_784 168 516.31
C30271706_1_784 169 509.74
C30271706_1_784 186 351.17
C30271706_1_784 238 1153.1
C30271706_1_784 243 269.81
C30271706_1_784 255 270.66
C30271706_1_784 270 282.39
C30271706_1_784 285 318.99
C30271706_1_784 305 295.15
C30271706_1_784 308 389.39
C30271706_1_784 555 1693.2
C30271706_1_784 567 283.38
C30271706_1_784 590 268.41
C30271706_1_784 606 382.49
C30271706_1_784 610 267.94
C30271706_1_784 623 396.02
C30271706_1_784 651 2161.8
C30271706_1_784 662 837.73
C30271706_1_784 686 319.01
C30271706_1_784 690 271.97
C30271706_1_784 711 274.88
C30271706_1_784 756 283.83
C30271706_842_997 48 307.84
C30271706_842_997 56 308.45
C30271706_842_997 80 289.85
C30271706_842_997 101 276.84
C30272442_1_410 23 268.41
C30272442_1_410 26 445.88
C30272442_1_410 31 932.09
C30272442_1_410 119 1112.3
C30272442_1_410 247 290
C30272442_1_410 263 296.55
C30272442_1_410 269 476.43
C30272442_1_410 271 285.66
C30272442_1_410 295 309.5
C30272442_1_410 327 362.59
C30272442_1_410 333 457.97
C30272442_1_410 365 272.87
C30272486_293_815 83 271.16
C30272486_293_815 216 308.07
C30272486_293_815 227 293.6
C30272486_293_815 229 473.09
C30272486_293_815 240 265.19
C30272486_293_815 265 283.9
C30272760 183 305.59
C30272760 198 292.36
C30272760 240 370.76
C30272760 347 326.25
C30272760 434 429.73
C30272760 466 1197
C30272760 485 1637.3
C30273768_1_963 109 1307
C30273768_1_963 130 294.29
C30273768_1_963 135 700.56
C30273768_1_963 139 285.72
C30273768_1_963 182 1213.3
C30273768_1_963 213 275.56
C30273768_1_963 291 1034.7
C30273768_1_963 299 314.44
C30273768_1_963 311 259.37
C30273768_1_963 331 255.69
C30273768_1_963 337 310.97
C30273768_1_963 351 309.04
C30273768_1_963 377 304.45
C30273788 171 348.44
C30273788 181 481.17
C30273788 237 274.66
C30273788 263 277.84
C30273788 307 278.64
C30273788 340 270.79
C30273788 371 315.4
C30273988 299 269.58
C30273988 365 274.91
C30274050_1_418 104 284.64
C30274050_1_418 144 277.53
C30274050_1_418 146 318.84
C30274050_1_418 174 260.87
C30274050_1_418 187 1523.3
C30274050_1_418 266 349.49
C30274050_1_418 331 275.65
C30274050_1_418 367 255.59
C30274362 85 278.06
C30274362 154 383.91
C30274362 232 337.56
C30274362 264 275.75
C30274362 376 291.03
C30274362 469 274.08
C30274362 631 267.66
C30274362 930 305.9
C30274362 949 283.51
C30274590_471_1000 64 268.49
C30274590_471_1000 107 355.94
C30274590_471_1000 327 279.27
C30274590_471_1000 430 268.19
C30274590_471_1000 478 300.14
C30274590_471_1000 496 4255.8
C30274590_471_1000 497 250.68
C30274718 87 278.03
C30274718 162 283.32
C30274718 191 280.2
C30274718 215 262.32
C30274718 216 868.36
C30274718 225 267.43
C30274718 296 399.86
C30274718 302 274.26
C30274772 482 283.55
C30274772 484 303.79
C30274772 492 2391.9
C30274772 497 4368.7
C30274772 504 5818.4
C30274772 536 262.38
C30276318 22 272.28
C30276318 33 341.4
C30276318 63 287.97
C30276318 93 370.43
C30276318 103 314.24
C30276318 175 273.8
C30276318 277 311.13
C30276318 386 309.61
C30276318 475 266.48
C30276318 478 301.92
C30276318 516 450.04
C30276318 518 262.7
C30276964_1_696 299 2344.7
C30276964_1_696 344 284.29
C30276964_1_696 372 273.72
C30276964_1_696 376 276.68
C30277872_212_1002 659 306.84
C30277872_212_1002 673 1785.7
C30278236 29 258.14
C30278236 58 1480.1
C30278236 140 250
C30278236 146 2357.5
C30278236 158 668.02
C30278236 167 273.45
C30278236 174 2399.5
C30278236 178 2185.9
C30278236 179 277.68
C30278236 193 294.15
C30278236 197 343.75
C30278236 246 465.84
C30278236 259 398.79
C30278236 292 287.86
C30278236 294 278.44
C30278236 309 305.47
C30278236 312 282.27
C30278236 322 286.54
C30278236 330 259.39
C30278236 335 375.93
C30278236 341 292.81
C30278236 346 278.87
C30278236 381 312.76
C30278236 389 305.28
C30278236 414 536
C30278236 439 267.5
C30278236 444 270.98
C30278236 461 284.84
C30278236 462 298.64
C30278236 501 282.61
C30278236 513 423.47
C30278236 565 361.14
C30278236 593 279.02
C30278236 595 4011.3
C30278236 603 299.78
C30278236 611 260.21
C30278236 634 332.95
C30278236 635 267.43
C30278236 710 630.25
C30278236 718 273.89
C30278236 723 337.2
C30278236 756 280.6
C30278236 892 1935.6
C30278236 895 269.59
C30278236 907 376.87
C30278236 917 274.44
C30278236 934 313.86
C30278236 937 278.62
C30278236 939 302.41
C30278236 955 263.14
C30278236 957 267.47
C30278236 961 308.55
C30278236 975 333.9
C30278992_1_417 310 1290.4
C30279610 30 290.44
C30279610 63 398.92
C30279610 95 335.61
C30279610 185 271.18
C30279610 214 273.39
C30279610 223 481.53
C30279610 231 315.42
C30279610 235 317.14
C30279610 237 265.54
C30279610 244 259.23
C30279610 340 1310.2
C30279610 348 287.39
C30279610 350 309.43
C30279610 352 258.24
C30279610 362 274.38
C30279610 399 290.7
C30279610 415 310.28
C30279610 420 1187.1
C30280332 412 272.74
C30280332 415 786.91
C30280332 442 274.59
C30280332 510 313.36
C30280332 579 1070.9
C30280332 581 1583.5
C30280332 600 323.74
C30280332 601 306.42
C30280332 626 382.08
C30280332 689 306.88
C30280332 702 262.73
C30280332 883 276.63
C30280332 898 288.13
C30280332 913 263.45
C30280820 62 368.53
C30280820 82 1130.4
C30280820 84 408.88
C30280820 184 282.27
C30280820 280 2949.5
C30280820 300 263.86
C30280820 312 299.49
C30280820 610 278.79
C30280820 634 3209.9
C30280820 637 268.37
C30280820 656 282.67
C30280820 699 283.83
C30280820 719 279.74
C30280820 723 285.16
C30280820 730 655.87
C30280820 736 566.97
C30280820 764 293.46
C30280820 770 2209.2
C30280820 782 4634.7
C30280820 784 280.1
C30280820 802 276.42
C30280820 805 266.82
C30280820 810 294.85
C30280820 837 313.32
C30280820 843 289.62
C30280820 844 277.6
C30280820 855 301.58
C30280820 863 312.92
C30280820 876 281.44
C30280820 877 306.34
C30280820 879 296.01
C30280820 884 359.38
C30280820 895 362.27
C30280820 913 290.15
C30280824 13 283.22
C30280824 29 318.22
C30280824 31 280.54
C30280824 34 243.7
C30280824 84 300.37
C30280824 109 304.49
C30280824 115 1308.5
C30280824 117 285.59
C30280824 124 508.03
C30280824 126 310.65
C30280824 131 281.06
C30280824 138 284.9
C30280824 150 269.31
C30280824 200 302.24
C30280824 227 260.68
C30280824 238 345.58
C30280824 244 277.77
C30280824 247 306.61
C30280824 267 272.37
C30280824 280 275.96
C30280824 294 286.71
C30280824 369 315.84
C30280824 373 306.49
C30280824 385 321.77
C30280824 408 293.42
C30280824 438 297.42
C30280982_487_1005 109 285.53
C30280982_487_1005 123 335.85
C30280982_487_1005 234 707.88
C30280982_487_1005 235 345.25
C30280982_487_1005 238 1084
C30280982_487_1005 310 277.5
C30280982_487_1005 330 310.45
C30280982_487_1005 337 320.72
C30281578_61_747 340 302.91
C30281578_61_747 402 260.83
C30281578_61_747 420 289.34
C30281578_61_747 444 1952.9
C30281578_61_747 452 288.41
C30281578_61_747 476 272.4
C30281578_61_747 485 246.69
C30281578_61_747 488 1069.2
C30281578_61_747 515 315.89
C30281578_61_747 536 549.19
C30281578_61_747 566 289.55
C30281578_61_747 619 275.81
C30281578_61_747 632 286.06
C30281578_61_747 638 328.12
C30281578_61_747 655 287.29
C30281578_61_747 668 254.47
C30281644 197 328.63
C30281644 205 273.52
C30281644 290 313.08
C30281644 311 414.93
C30281644 318 260.6
C30281644 337 281.34
C30281644 363 272.38
C30281644 371 290.22
C30281644 373 263.74
C30281644 377 270.79
C30281644 436 257.92
C30281644 487 277.91
C30281644 537 739.23
C30281644 542 332.5
C30281644 547 286.4
C30281644 576 277.76
C30281998 60 314.22
C30281998 79 304.43
C30281998 162 297.96
C30281998 163 293.57
C30281998 167 297.11
C30281998 180 288.69
C30281998 232 285.58
C30281998 242 272.57
C30281998 369 284.83
C30281998 391 824.09
C30281998 456 271.93
C30281998 496 272.64
C30281998 531 271.75
C30281998 630 401.01
C30281998 670 869.24
C30281998 671 1232.9
C30281998 679 291.2
C30281998 856 660.09
C30282310_328_1006 165 326.38
C30282310_328_1006 170 280.44
C30282310_328_1006 174 949.63
C30282310_328_1006 185 297.86
C30282310_328_1006 456 394.61
C30282310_328_1006 476 308.93
C30282310_328_1006 484 283.73
C30282930 432 583.64
C30282930 451 271.81
C30282994 637 410.25
C30282994 645 293.75
C30282994 710 332.96
C30282994 724 381.2
C30282994 769 265.22
C30282994 809 253.69
C30282994 816 271.53
C30282994 829 368.5
C30282994 842 284.24
C30282994 853 294.77
C30282994 865 320.95
C30283430 485 286.08
C30283430 522 286.34
C30283430 538 288.34
C30283430 547 3751.3
C30283430 574 597
C30283430 579 290.38
C30283430 589 3337.1
C30283430 593 3302.2
C30283430 605 260.82
C30283430 615 265.83
C30283430 617 290.52
C30283430 622 513.65
C30283430 648 749.57
C30283430 652 327.47
C30283430 673 270.46
C30283430 694 2538
C30283430 696 296.75
C30283430 722 306.82
C30283430 723 483.1
C30283430 729 296.32
C30283430 758 290.58
C30283430 768 288.2
C30283430 831 398.53
C30283430 836 401.19
C30283430 839 1201.8
C30283582_1_667 61 272.96
C30283582_1_667 136 299.66
C30283582_1_667 347 274.51
C30283582_1_667 357 286.27
C30283582_1_667 377 304.47
C30283582_1_667 400 294.28
C30283582_1_667 448 294.25
C30283582_1_667 464 1511.2
C30283582_1_667 466 337.05
C30283582_1_667 483 796.65
C30283646_252_888 135 384.19
C30283646_252_888 160 270.82
C30283646_252_888 173 290.17
C30283646_252_888 191 3663.1
C30283646_252_888 198 314.77
C30283646_252_888 236 287.78
C30283646_252_888 284 278.36
C30283646_252_888 302 242.8
C30283646_252_888 333 345.33
C30283646_252_888 334 380.1
C30283646_252_888 336 360.66
C30283646_252_888 378 893.25
C30283646_252_888 417 279.5
C30283646_252_888 418 267.44
C30283646_252_888 443 279.18
C30283646_252_888 455 939.24
C30283646_252_888 501 984.85
C30284114 358 294.49
C30284114 359 282.04
C30284114 384 303.06
C30284114 390 281.83
C30284114 402 355.1
C30284114 415 256.24
C30284114 418 314.18
C30284114 420 319.99
C30284114 734 278.71
C30284114 758 306.01
C30284524_257_1007 147 356.74
C30284524_257_1007 222 280.5
C30284524_257_1007 305 284.2
C30284524_257_1007 339 271.37
C30284524_257_1007 489 442.02
C30284524_257_1007 672 249.99
C30284524_257_1007 712 290.11
C30285028_1_99 79 1161
C30285028_200_850 46 319.77
C30285028_200_850 59 272.4
C30285028_200_850 139 265.31
C30285028_200_850 294 259.31
C30285028_200_850 302 353.18
C30285028_200_850 395 364.21
C30285028_200_850 420 318.44
C30285028_200_850 478 534.38
C30285348_119_868 163 318
C30285348_119_868 165 283.12
C30285348_119_868 266 328.16
C30285360 422 333.99
C30285360 488 1009.3
C30285360 499 319.61
C30285360 508 346.69
C30285360 511 448.16
C30285360 513 1509.7
C30285360 517 461.79
C30285360 522 922.33
C30285360 550 382.87
C30285400_1_682 398 280.25
C30285400_1_682 402 287.72
C30285400_1_682 409 299.6
C30285400_1_682 427 326.18
C30285400_1_682 429 268.82
C30285400_1_682 537 286.75
C30285400_1_682 539 310.79
C30285400_1_682 620 286.5
C30285572_286_1008 567 317.34
C30286510 306 313.62
C30286510 315 297.12
C30286510 336 1288.4
C30286510 350 1053
C30286510 361 318.64
C30286510 372 287.66
C30286510 397 280.43
C30286824_1_315 172 272.33
C30286824_392_761 15 875.38
C30286824_392_761 27 796.15
C30286824_392_761 49 457.8
C30286824_392_761 68 270.14
C30286824_392_761 72 278.68
C30286824_392_761 120 1366
C30286824_392_761 127 287.13
C30286824_392_761 169 1272.1
C30286824_392_761 207 276.11
C30286824_392_761 213 265.37
C30286824_392_761 299 961.84
C30286890_1_472 207 276.26
C30286890_1_472 213 267.5
C30286890_1_472 233 1028.1
C30286890_1_472 267 297.37
C30286890_1_472 270 278.67
C30286890_1_472 282 306.7
C30286890_1_472 321 270.97
C30286890_1_472 360 278.35
C30286890_1_472 395 280.17
C30287156_645_1009 99 287.75
C30287156_645_1009 136 269.66
C30287156_645_1009 171 282.47
C30287482_112_1010 26 275.96
C30287482_112_1010 34 282.95
C30287482_112_1010 41 283.62
C30287482_112_1010 241 568.22
C30287482_112_1010 292 274.02
C30287928_189_1010 360 282.11
C30287928_189_1010 456 280.09
C30287928_189_1010 475 268.01
C30287928_189_1010 562 288.13
C30288024 331 292.85
C30288024 347 316.96
C30288024 365 268.44
C30288024 431 276.06
C30288024 438 272.34
C30288024 491 289.69
C30288024 516 280.63
C30288024 537 298.77
C30288024 548 264.16
C30288024 568 282.39
C30288024 581 269.33
C30288024 600 279.57
C30288024 733 272.98
C30288024 754 472.45
C30288024 755 371.93
C30288024 799 295.33
